"Minneapolis","MN","1103 Washington Ave S","","","ben assef","","3/24/2015 12:54:02 AM","Day Block Brewing","","9F3B4408-1A29-5445-AB77-9DB8CD377FA8"
"Stewartville","MN","","","","ben assef","","3/24/2015 12:54:02 AM","Stewartville High School","","D9CAA5B2-F7C8-CC41-97F1-FE6284440D2A"
"Tomah","WI","319 Wittig Rd","54660","","ben assef","","3/24/2015 12:54:02 AM","Cranberry Country Lodge","","B54EFF2A-12F9-F345-A762-643375D5E75D"
"Lanesboro","MN","","","","ben assef","","3/24/2015 12:54:02 AM","Good-I-Nuff Campsites","","5F4C3CCD-9478-384B-8E90-045A7A1C9965"
"","","","","","ben assef","","3/24/2015 12:54:02 AM","Winona","","32F77F44-6FE9-3143-B599-C342918D9435"
"St. Paul","MN","","","","iPhone","","3/24/2015 12:54:02 AM","MN State Faigrounds","","A00C2224-BE65-D94C-896C-8D2BA722D3E8"
"Rochester","MN","","","","ben assef","","3/24/2015 12:54:02 AM","Lourdes High School Auditorium ","","1D4C0847-A8F1-D446-8ADF-F7E13C212026"
"Rochester","MN","","","","ben assef","","3/24/2015 12:54:02 AM","Silver Lake Park","","D83FB981-4FE9-934C-93B5-CCAF273E2FE2"
"Rochester","MN","318 1st Ave SW","55902","","ben assef","","3/24/2015 12:54:02 AM","1st Ave Stage","","20142085-E051-4A4F-8037-A92DFB920BCF"
"Winona","MN","","","3/31/2015 4:27:40 PM","ben assef","","3/31/2015 4:27:58 PM","WSU Gymnasium ","","DB987C46-3F78-42CB-AA66-429A14081991"
"Rochester","MN","","","4/19/2015 11:53:52 PM","ben assef","","4/19/2015 11:54:10 PM","Peace Plaza","","2D5143A4-7A6A-419C-AA6D-53D71390D98E"
"Rochester","MN","","","5/1/2015 11:39:40 AM","ben assef","","2/28/2016 3:36:45 PM","Mayo Civic Center","","0E0AA498-AD6C-49D6-A862-42B18CAE4AEF"
"Rochester","MN","","","5/3/2015 6:33:21 PM","ben assef","","5/3/2015 6:33:55 PM","Soldier's Field Park","","213C2D15-E986-414C-B375-C63B80238D20"
"Manhattan ","IL","28041 South Elevator RD","60442","5/5/2015 11:04:14 PM","ben assef","","5/5/2015 11:05:12 PM","The Farm","","111DE97A-2D0F-4CB8-A695-DD38C057ADF0"
"Eau Claire","WI","5024 Crescent Ave","54703","5/6/2015 1:22:26 AM","ben assef","","5/6/2015 1:24:56 AM","Whispering Pines Campground","","BEF2BDC5-50D4-407C-9D62-FFCBE6CEBA8A"
"","MN","","","5/6/2015 6:52:28 PM","Sean O'Connell","","5/6/2015 6:52:32 PM","Test Venue","","AFCCEEBA-2F86-1D47-887A-7ABA1873109E"
"Sullivan","WI","","","5/11/2015 12:39:53 PM","ben assef","","5/11/2015 12:40:13 PM","Concord House","","CEFEE855-B43A-4BF2-8DA1-C55DFCFF81C9"
"","","","","5/19/2015 8:03:51 PM","ben assef","","5/19/2015 8:04:12 PM","Parkway Theater","","E26A8BD1-3FF0-4D30-92C6-15726155E203"
"Rochester","MN","1026 East Center St","55904","5/19/2015 9:35:25 PM","ben assef","","5/19/2015 9:35:58 PM","Boys & Girls Club","","89B218DA-BAF8-4A7A-96D7-BCAF5A185C97"
"","","","","5/19/2015 11:05:35 PM","ben assef","","5/19/2015 11:05:44 PM","Peace Plaza","","D80C7FAE-7468-4861-B175-A517C32AEE50"
"Rochester","MN","40 Civic Center Drive SE","55904","5/29/2015 9:06:24 AM","ben assef","","5/29/2015 9:07:51 AM","Rochester Art Center","507-282-8629","EF5582F1-8B6D-4B5A-AD09-AE8CF379112E"
"","MN","","","6/7/2015 6:45:01 PM","Sean O'Connell","","6/7/2015 6:45:05 PM","dfbebrbwer","","D5CA4AD2-9268-6446-9663-C42FC10335CE"
"","MN","","","6/8/2015 2:05:34 PM","Sean O'Connell","","6/8/2015 2:05:38 PM","cwcw","","8D4DBB68-1DCA-4439-80C8-C28527055F81"
"","MN","","","6/8/2015 2:07:27 PM","Sean O'Connell","","6/8/2015 2:07:30 PM","oiwv","","C05A45D4-BF21-463F-9A43-E69E80675143"
"","MN","","","6/8/2015 2:09:33 PM","Sean O'Connell","","6/8/2015 2:09:43 PM","","","3BCEEB86-3669-46FA-8791-A633B3CEA7DF"
"","MN","","","6/8/2015 2:10:52 PM","Sean O'Connell","","6/8/2015 2:10:56 PM","2cesz","","08BE45DD-0194-47A4-A2B1-1DA29295090A"
"","MN","","","6/8/2015 2:14:10 PM","Sean O'Connell","","6/8/2015 2:14:13 PM","saeve","","CF79E6FA-018D-4E21-A4F8-8261C3AEFD39"
"","","","","6/9/2015 12:38:46 AM","ben assef","","6/9/2015 12:39:03 AM","Redeemer Lutheran Church","","4F026501-6DF2-4464-A9EB-C58C59B5342D"
"Rochester","MN","615 6th Ave NW","55901","6/9/2015 1:11:31 PM","ben assef","","6/9/2015 1:11:55 PM","Fox and the Fern","","6FA363BF-1BC9-4466-A307-A020E3642AD0"
"La Crosse","WI","","","6/17/2015 12:02:41 AM","ben assef","","6/17/2015 12:03:13 AM","Copeland Park","","C91A96C9-4168-4801-BCDB-403398B24F70"
"","","","","6/17/2015 12:35:49 AM","ben assef","","6/17/2015 12:36:17 AM","Forager Brewing","","5AC2094B-2C2B-407C-8ABB-5D31BBB52230"
"Morristown","MN","","","6/23/2015 8:51:09 PM","ben assef","","6/23/2015 8:51:28 PM","Camp Maiden Rock","","4B9C21F0-AA77-4CE2-AF87-6A15D5D1FCE2"
"Rushford","MN","","","7/1/2015 8:46:09 AM","ben assef","","7/1/2015 8:46:23 AM","Rushford Days","","1C0819AB-6D74-4809-9E08-56825EF1EC3B"
"Rochester","MN","7th St. NE","","7/3/2015 9:30:43 AM","ben assef","","7/3/2015 9:31:09 AM","Silver Lake","","77EC1B18-EF28-4F61-B549-EA094AF243F8"
"Rochester","MN","150 S. Broadway","","7/6/2015 1:46:28 PM","ben assef","","7/6/2015 1:47:28 PM","Doubletree","","2D959D83-B89F-465B-A933-3F53C1FF7C2C"
"","","","","8/3/2015 10:34:29 PM","Ben Assef","","8/3/2015 10:34:48 PM","Olmsted County Fairgrounds","","77350C9A-CE31-429A-9DE7-C85522CAC97D"
"","","","","8/4/2015 10:13:31 AM","Ben Assef","","8/4/2015 10:14:10 AM","Sioux Falls Convention Center","","DFCD80F1-695E-4EDA-9532-9715DBB0177B"
"La Crosse","WI","","","8/12/2015 8:46:44 AM","Ben Assef","","8/12/2015 8:47:09 AM","Pearl Street Brewery","","307FA94E-D259-4988-A932-9A9136BFE9A7"
"Rochester","MN","","","8/14/2015 1:06:51 PM","Ben Assef","","8/14/2015 1:07:03 PM","Coyote Creek","","518BDE5D-1B57-4169-84EC-B720A3F4DA5D"
"Rochester","MN","","","8/14/2015 2:47:52 PM","Ben Assef","","8/14/2015 2:48:02 PM","Cooke Park","","FC1AAB2D-D7A8-45BA-9D8E-1BF0F890D006"
"","","","","8/16/2015 7:32:37 PM","Ben Assef","","8/16/2015 7:32:48 PM","Downtown Rochester","","22ABAF30-D3A3-4CA3-8E37-740C1B4E0094"
"","","","","8/17/2015 9:48:15 AM","Ben Assef","","8/17/2015 9:48:26 AM","Harmony Park","","9FA79971-3E27-4280-A611-83D06D306CC5"
"","","","","8/17/2015 12:15:40 PM","Ben Assef","","8/17/2015 12:15:51 PM","Old City Hall","","166C6154-A8B2-4BD8-8049-1E24B42B6F1E"
"Rochester","MN","","","8/18/2015 9:16:32 AM","Ben Assef","","8/18/2015 9:16:46 AM","Kahler Hotel","","283A4EBF-49BB-478A-9D84-67AC37FC56BC"
"","","","","8/19/2015 2:19:32 PM","Ben Assef","","8/19/2015 2:19:46 PM","Downtown Minneapolis","","738F53B4-0ADA-4D9A-BBB8-D388ADCA0DB6"
"","","","","8/20/2015 2:45:20 PM","Ben Assef","","8/20/2015 2:45:42 PM","Cooke Park Design District","","E5EB76E7-FE0B-430E-8CE9-6B6AAA0CB6D2"
"","","","","8/31/2015 7:43:54 AM","Ben Assef","","8/31/2015 7:44:09 AM","Rochester International Event Center","","6F872EBB-AF4D-4C27-8C5F-FB81ABF03E75"
"","","","","9/2/2015 8:16:28 AM","Ben Assef","","9/2/2015 8:16:53 AM","Prairie Island Campground ","","0D1FF440-4792-435D-8006-1B7179F7D763"
"Rochester","MN","","","10/15/2015 10:46:43 AM","Ben Assef","","10/15/2015 10:46:55 AM","Ashland Place","","56D2A021-83EF-464F-8C3A-0604E595CE7D"
"Mankato","MN","","","10/15/2015 11:08:37 AM","Ben Assef","","10/15/2015 11:08:51 AM","Kato Ballroom","","74B18D44-2B38-413E-BD77-6403E9096CCF"
"","","","","10/15/2015 11:16 PM","Ben Assef","","10/15/2015 11:16:12 PM","Central Park","","8A50A3FA-01DD-45ED-9936-B5BFEF1E8320"
"","","","","10/27/2015 10:53:03 PM","Ben Assef","","10/27/2015 10:53:11 PM","Legends","","EB319B41-8E58-4973-A3F7-A0C08A564843"
"","","","","11/9/2015 9:03:47 AM","Ben Assef","","11/9/2015 9:04 AM","Fitzgerald Theatre","","0FC81E59-CB49-4F3A-A8C2-354953AADE71"
"","","","","11/16/2015 4:09:28 PM","Ben Assef","","11/16/2015 4:09:38 PM","Webster, MN","","50FF03D4-2D84-4B21-BDD3-34626B45CCF4"
"","","","","11/25/2015 1:36:29 PM","Ben Assef","","11/25/2015 1:36:38 PM","Savage MN","","41486F52-C07E-476C-B837-701DAD80A738"
"Winona","MN","","","12/3/2015 3:53:45 PM","Ben Assef","","12/3/2015 3:54 PM","Holzinger Lodge","","AA08098F-8ECC-4533-A9C7-7DC0B48A4A78"
"","","","","12/4/2015 9:25:54 PM","Ben Assef","","12/4/2015 9:26:05 PM","Tent","","36376BAB-60D6-4F25-9AD1-158CD3BDB3A5"
"Hillsboro","wi","","","12/8/2015 11:21:33 PM","Ben Assef","","12/8/2015 11:21:52 PM","Driftless Music Garden","","A0529C0C-1190-4E7A-AEF5-F34B30F55306"
"Okauchee","wi","N50W35016 Wisconsin Ave","53069","12/14/2015 3:18:19 PM","Ben Assef","","12/14/2015 3:26:48 PM","Bucky's Lakeside Pub","","57DB2748-1DEE-4D1E-8F96-21EFB865C4B8"
"Rochester","MN","","","12/17/2015 9:22:17 AM","Ben Assef","","12/17/2015 9:22:52 AM","La Vetta","","3BCFD17C-2757-46E2-9227-96F2E707DD42"
"Mankato","MN","","","12/18/2015 12:15:11 PM","Ben Assef","","12/18/2015 12:15:35 PM","Verison Wireless Center","","7A0756E7-448F-44F5-B070-3533E90A97C0"
"Rochester","MN","","","12/29/2015 11:27:54 PM","Ben Assef","","12/29/2015 11:28:09 PM","Historic 3rd St","","837C10FD-737A-4576-862C-E3907619A114"
"Albert Lea","MN","","","1/12/2016 10:18:24 PM","Ben Assef","","1/12/2016 10:18:44 PM","Americas Best Value Inn","","B4051AC5-D8FC-42D1-AE11-EF3B426AFCA2"
"","","","","1/19/2016 1:06:40 PM","Ben Assef","","1/19/2016 1:07:07 PM","Berne Pizza Farm","","C34E6A3B-E80E-4E9F-942F-F708DF908BCD"
"","MN","","","2/10/2016 4:03:36 PM","Ben Assef","","2/10/2016 4:03:53 PM","John Marshall High School","","EF5CB870-7195-4961-A784-206B873356BA"
"Rochester","MN","","","2/29/2016 12:21:47 AM","Ben Assef","","2/29/2016 12:22:12 AM","Thyme","","EFE9B525-1922-447C-B075-ECCD0B74E6F7"
"","","","","3/2/2016 3:53:29 PM","Ben Assef","","3/2/2016 3:53:37 PM","Winona, MN","","8702F9B5-6188-4682-963C-52065B6D67EE"
"Rochester","MN","","","3/2/2016 4:25:08 PM","Ben Assef","","3/2/2016 4:25:27 PM","Garahm Arena","","FBB2E302-21F3-43FD-A0D4-5D3FB2A02670"
"","","","","3/2/2016 4:38:32 PM","Ben Assef","","3/2/2016 4:38:42 PM","River Falls, WI","","19DFD86A-3EE7-4BCB-913C-A775AA2B97E1"
"","","","","3/3/2016 1:57:55 PM","Ben Assef","","3/3/2016 1:58:03 PM","Somerby","","9F6B44F9-4B39-4531-8926-D454265F6B6E"
"Rochester","MN","","","3/7/2016 11:28:44 AM","Ben Assef","","3/7/2016 12:51:20 PM","Rochester, MN","","EB82D3F3-08A6-4D3B-B4F3-713339D5721F"
"Stewartville","MN","","","3/8/2016 11:00:45 AM","Ben Assef","","3/8/2016 11:01:08 AM","Riverview Greens","","6DC892A5-57B3-4551-9387-E3BE812BE3B6"
"Rochester","MN","5200 Members Pkwy NW","","3/9/2016 10:28:13 AM","Ben Assef","","3/9/2016 10:28:36 AM","Think Mutual Bank","","64DADB30-9C6C-4B0F-96AE-0DE7BBA835DF"
"","","","","3/16/2016 12:45:18 AM","Ben Assef","","3/16/2016 12:45:29 AM","Fountain, MN","","61D8AE05-17B4-4D84-8A9B-2883CB99F05F"
"Rochester","MN","","","3/16/2016 11:18 PM","Ben Assef","","3/16/2016 11:18:20 PM","Mayo Civic Center Presentation Hall","","C4C8FD7D-7D2B-4DAB-A57B-C56FF8353691"
"Elba","MN","","","3/18/2016 2:05:07 PM","Ben Assef","","3/18/2016 2:05:23 PM","Johnny's Saloon","","7704FB4A-3F00-4E20-8E4B-495C06546811"
"Morgan","MN","28269 Highway 67","","4/1/2016 5:04:45 PM","Ben Assef","","4/1/2016 5:26:07 PM","Gilfillan Estate","","4BBE750A-07E7-4096-A7C3-270E6EBAA11D"
"","","","","4/11/2016 12:47:13 AM","Ben Assef","","4/11/2016 12:47:57 AM","Decorah, IA","","6B6ACABB-744A-4AA5-932B-B0CC62AA5B94"
"","","","","4/19/2016 1:35:37 PM","Ben Assef","","4/19/2016 1:35:43 PM","RCTC","","FB7092B5-B88A-49D9-AB71-3114F4748D3B"
"Pine Island","MN","","","5/11/2016 12:47:44 PM","Ben Assef","","5/11/2016 12:48:02 PM","Pine Island Liquor Store","","73D4A26D-3AA3-454A-9B25-45BD0F7FF214"
"","","","","5/17/2016 10:07:07 PM","Ben Assef","","5/17/2016 10:07:18 PM","Spring Grove, MN","","7F4F8DBD-C089-48B0-B64A-64E47689AE59"
"Rochester","MN","1991 Commerce Drive NW","55901","5/27/2016 10:46:30 AM","Ben Assef","","5/27/2016 10:47:40 AM","Five West","","DE7F4C6C-6601-461D-8276-D65CB8443A83"
"Mabel ","MN","","","5/31/2016 9:16:02 PM","Ben Assef","","5/31/2016 9:16:19 PM","Hwy 44 Bar and Grill","","A1D6AF42-1132-419D-9DB6-DA50733227B4"
